id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
23512532,Spacious and stylish Harlem apartment,64354280448,verified,Nicola,Manhattan,Harlem,40.82636,-73.94985,United States,US,False,moderate,Entire home/apt,2014.0,$606 ,$121 ,2.0,0.0,,,5.0,1.0,0.0,"Professional, no smoking, no pets.  Please use seat inside door to remove shoes.",
30220768,Lovely 2-Bedroom in Historic Brooklyn Brownstone,89523190583,verified,Stephanie,Brooklyn,Crown Heights,40.67316,-73.95798,United States,US,False,strict,Entire home/apt,2017.0,"$1,004 ",$201 ,2.0,36.0,2/20/2022,4.6,4.0,1.0,155.0,,
18854434,Wyndham Midtown 45 (2 Bedroom Presidential) 3A,21775207158,unconfirmed,Michael,Manhattan,Midtown,40.75305,-73.97129,United States,US,False,moderate,Entire home/apt,2015.0,$840 ,$168 ,3.0,14.0,11/19/2018,1.13,5.0,12.0,0.0,"Sorry, no smoking. You'll be sharing the house, so consideration is a must, e.g. quiet hours are 10pm-6:30am.",
27642079,*TIMES SQ CENTRAL*,62068117104,verified,Jenny,Manhattan,Hell's Kitchen,40.76141,-73.99213,United States,US,True,strict,Entire home/apt,2007.0,$319 ,$64 ,1.0,1.0,6/30/2019,1.0,2.0,2.0,32.0,#NAME?,
5918463,"Charming, Sunny Home in Heart of BK",46574392504,unconfirmed,New,Brooklyn,Clinton Hill,40.68636,-73.96207,United States,US,False,moderate,Entire home/apt,2015.0,$142 ,$28 ,1.0,1.0,7/14/2015,0.02,4.0,1.0,179.0,"- cleaning, quiet, friendly, no drug, no smoking,",
12774163,Bright sunny manhattan getaway,7254652671,unconfirmed,Joshua,Manhattan,Washington Heights,40.83498,-73.94214,United States,US,False,moderate,Private room,2009.0,$652 ,$130 ,2.0,0.0,,,4.0,1.0,0.0,,
34935200,Private 1-Bedroom in a private home in Brooklyn.,7741262023,unconfirmed,Francisca,Brooklyn,East Flatbush,40.64393,-73.94684,United States,US,False,strict,Private room,2021.0,$832 ,$166 ,1.0,1.0,12/12/2021,0.36,4.0,1.0,365.0,,
56431269,Home away from home in heart of BK,31802139386,verified,Jenima,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94674,United States,US,False,strict,Entire home/apt,2003.0,$789 ,$158 ,2.0,20.0,6/23/2019,0.73,5.0,2.0,0.0,No smoking and no pets please.,
5202682,"Great location, close to everything",92021684237,unconfirmed,Jeff,Manhattan,Upper West Side,40.77737,-73.98355,United States,US,False,moderate,Entire home/apt,2018.0,"$1,133 ",$227 ,7.0,8.0,6/4/2019,0.16,2.0,1.0,194.0,,
29905404,"West Harlem Spacious 1Bdr, Near Columbia U",91333414361,verified,Leonarda,Manhattan,Harlem,40.81752,-73.95448,United States,US,True,strict,Entire home/apt,2013.0,$625 ,$125 ,12.0,82.0,2/21/2022,0.99,2.0,1.0,40.0,,
44012251,"Cozy Room In Heart Of Queens- Hillside, Hollis",82211194041,unconfirmed,Atif,Queens,Hollis,40.71368,-73.76337,United States,US,True,moderate,Private room,2015.0,$993 ,$199 ,3.0,0.0,,,3.0,2.0,89.0,,
8354658,Madison Avenue 3 Room Loft,17741684332,unconfirmed,CRNY Monthly Rentals,Manhattan,Midtown,40.74906,-73.98276,United States,US,True,flexible,Entire home/apt,2003.0,$439 ,$88 ,29.0,3.0,3/1/2017,0.09,2.0,31.0,87.0,1. Do adjust the heat/central air to your liking. 2. Do feel free to use all the amenities in the kitchen/bathroom. 3. Don't mind the neighbors. 4. Don't use the backyard space. 5. Park on the street - the parking space is for the downstairs neighbor only. 6. Smoke outdoors.,
23252951,Ethelia's BnB,42028949038,verified,Raynita,Brooklyn,East Flatbush,40.65615,-73.91619,United States,US,False,flexible,Entire home/apt,2020.0,$644 ,$129 ,1.0,9.0,4/7/2019,1.65,4.0,1.0,189.0,"Just be clean, be tidy, be yourself and enjoy your stay.",
57009527,Strawberry Fields Forever!,49615127650,verified,Katy,Manhattan,Upper West Side,40.77786,-73.98066,United States,US,False,flexible,Entire home/apt,2014.0,"$1,129 ",$226 ,1.0,41.0,6/30/2019,1.39,3.0,1.0,8.0,,
46777617,"Quiet 1BR in Williamsburg BK, 11 min to Manhattan",11038359902,verified,,Brooklyn,Williamsburg,40.7138,-73.94001,United States,US,True,moderate,Entire home/apt,2008.0,$814 ,$163 ,3.0,8.0,6/2/2019,0.35,3.0,1.0,9.0,,
3842367,1 bedroom apartment on the UWS,57772115752,unconfirmed,Alexandra,Manhattan,Upper West Side,40.77918,-73.9874,United States,US,False,strict,Entire home/apt,2014.0,$108 ,$22 ,7.0,5.0,7/5/2016,0.09,1.0,1.0,143.0,No parties. No smoking please,
9462572,Sunny Private Rm in Bushwick,28596244981,verified,Kristen,Brooklyn,Bushwick,40.69414,-73.92877,United States,US,False,strict,Private room,2019.0,$284 ,$57 ,2.0,4.0,7/2/2017,0.11,4.0,1.0,414.0,"**The building has 5 units in total and all other units are occupied by year-round young professionals who work at the local hospitals, law firms, consulting companies or even dance at the Boston Ballet! Please be mindful of them and act as you would with your year-round neighbors. You know, keeping it quiet, clean and pleasant to you and all else! **The kitchen is fully equipped with top of the line items, but please maintain it a vegetarian kitchen if you choose to cook, so that our kosher friends can enjoy the apartment as well. You may bring in non-vegetarian takeout from Wholefoods or one of the great restaurants around, we will have plenty of plastic/paper utensils and plates for your convenience. **Absolutely NO SMOKING, of any kind, in the apartment or the building's stoop. There is a garden with benches a few buildings down if you must have a smoke.",
32818787,1st Floor Cozy 1Br Apt. Near YANKEE STADIUM,78728051778,unconfirmed,Telia,Bronx,Morrisania,40.8292,-73.9093,United States,US,False,flexible,Entire home/apt,2010.0,$760 ,$152 ,1.0,83.0,1/9/2022,2.04,3.0,1.0,179.0,,
54977063,Zen Room in Prime Bushwick,21142320074,unconfirmed,Yuting,Brooklyn,Bushwick,40.69673,-73.92338,United States,US,True,strict,Private room,2014.0,$192 ,$38 ,1.0,64.0,7/3/2019,5.87,3.0,3.0,149.0,"Absolutely *no* smoking is allowed on the premise of the property. The upstairs tenant suffers from severe asthma. Please note that by violating this rule, you will be forfeiting the entirety of your $250 security deposit.",
8497152,Amazing Apt in the West Village,70745614028,unconfirmed,Diana,Manhattan,West Village,40.73713,-74.00358,United States,US,True,strict,Entire home/apt,2021.0,$662 ,$132 ,3.0,1.0,1/2/2016,0.02,3.0,1.0,249.0,I'll guide you with everything upon check-in,
21730260,Bedstuy Artists Quarter (tower corner room),50300011259,unconfirmed,Louis,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94179,United States,US,False,strict,Private room,2007.0,$542 ,$108 ,1.0,10.0,4/28/2019,1.33,3.0,2.0,2.0,"- This apartment is a place for self-sufficient guests and travellers who require minimal host attention and checking-in except in the case of emergencies. - keys are picked up off-site at our company's offices in the Noth End.  Very close to Charlestown and on the way from the airport to the apartment. - No loud music after 10pm - No overnight guests - No smoking - Non-service animals not permitted - No live flames of any kind (i.e. candles, incense, etc.)",
47368026,Luxury studio,27970897465,verified,Darien,Manhattan,Harlem,40.81875,-73.94467,United States,US,False,strict,Entire home/apt,2013.0,$553 ,$111 ,3.0,25.0,6/18/2019,1.8,3.0,1.0,0.0,,
24492864,Spacious comfy apt near L/G/J/M with covered patio,75583024372,verified,Annie,Brooklyn,Williamsburg,40.70856,-73.94777,United States,US,False,strict,Entire home/apt,2019.0,"$1,000 ",$200 ,1.0,8.0,5/16/2019,3.0,3.0,1.0,0.0,"1. Only the ORIGINAL OCCUPANTS at the time of booking are allowed to stay in the property overnight and secondly no additional guest will be brought in without prior authorization. 2. CHECK IN/OUT: We typically follow the standard check in and out times (4 p.m., 11 p.m. respectively) however we're flexible and can accommodate your needs as long as it doesn't impact another renter if you have special check-in or out times. There is a keypad lock and each renter will receive their own passcode so you can come and go as you please and not worry about keys or timing. 3. Excessive NOISE & DISTURBANCES, specifically on work nights (Sunday thru Thursday) are to be kept to a minimum after 10 pm. On other nights of the week we ask that noise is kept to a controlled, restrained and respectable level do to the nature of this being a shared space. 4. SMOKING is not permitted in any of the inside premises, this includes the guest room, condo unit and building. You may smoke outside in the street or",
50082028,Guest bedroom off of 30th ave,32815403009,verified,Melissa,Queens,Astoria,40.7656,-73.92293,United States,US,True,flexible,Private room,2013.0,$551 ,$110 ,1.0,43.0,5/26/2019,1.28,5.0,2.0,331.0,,
33774818,Bright and clean room in a quaint neighborhood,19066099475,verified,Mei,Brooklyn,Carroll Gardens,40.67961,-73.9993,United States,US,True,strict,Private room,2019.0,"$1,142 ",$228 ,2.0,114.0,1/1/2022,1.73,5.0,2.0,89.0,,
5506447,The Heart of Fort Greene,65131442954,verified,Yvette,Brooklyn,Fort Greene,40.68648,-73.97525,United States,US,False,strict,Entire home/apt,2018.0,$164 ,$33 ,1.0,7.0,5/22/2016,0.17,2.0,1.0,349.0,"No smoking, no very late nights, no pets or and crooks allowed. Respectable guests only. In a family neighborhood and building.",
22273723,Spacious & Luxurious Room near LGA and Manhattan,80127836424,unconfirmed,Kazuya,Queens,Woodside,40.74458,-73.90752,United States,US,True,flexible,Private room,2009.0,$744 ,$149 ,30.0,0.0,,,3.0,103.0,235.0,,
33638952,Grandeur 3- bedroom residential home is Queens,89044208427,unconfirmed,Jason,Queens,Arverne,40.59922,-73.7992,United States,US,False,strict,Entire home/apt,2012.0,$327 ,$65 ,1.0,26.0,1/2/2022,3.38,5.0,1.0,25.0,,
39323224,"Big, Bright, and Beautiful",84174352876,verified,Catrinel,Brooklyn,Fort Greene,40.68679,-73.97378,United States,US,False,strict,Entire home/apt,2012.0,$231 ,$46 ,30.0,5.0,5/12/2019,0.06,4.0,1.0,242.0,,
6251500,SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY,64580001944,unconfirmed,Amanda,Manhattan,East Village,40.72545,-73.98802,United States,US,False,flexible,Entire home/apt,2020.0,"$1,088 ",$218 ,1.0,69.0,6/16/2019,1.52,3.0,1.0,377.0,,
32453716,Perfect room in Times Square,65260007192,unconfirmed,Antonio,Manhattan,Hell's Kitchen,40.75508,-73.9925,United States,US,True,strict,Private room,2022.0,$68 ,$14 ,1.0,11.0,1/18/2022,2.21,4.0,3.0,350.0,,
41198282,Private Room in Heart of Soho,7312724236,verified,Joel,Manhattan,SoHo,40.72607,-74.00166,United States,US,False,strict,Private room,2019.0,$516 ,$103 ,1.0,152.0,6/4/2019,3.34,2.0,2.0,9.0,,
15710190,"大双人房,共用卫生间,",64347549086,verified,Kelly,Queens,Flushing,40.75379,-73.83011,United States,US,False,flexible,Private room,2006.0,$174 ,$35 ,3.0,20.0,5/27/2019,0.97,5.0,3.0,88.0,,
56056257,"Spacious and Homey 2 bedroom, Express Subway Stop",42094808382,unconfirmed,Rosy,Brooklyn,Crown Heights,40.67587,-73.93175,United States,US,False,flexible,Entire home/apt,2022.0,$423 ,$85 ,3.0,7.0,5/8/2017,0.21,,,0.0,,
29070879,Studio-like beautiful  Bedroom!,59394660774,verified,Chrys,Queens,Ditmars Steinway,40.78153,-73.90774,United States,US,False,flexible,Private room,2015.0,$142 ,$28 ,1.0,7.0,2/27/2022,1.67,5.0,1.0,31.0,,
51441238,Perfect West Village Apartment,89196876186,verified,Mike And Lori,Manhattan,West Village,40.73532,-74.0031,United States,US,True,moderate,Entire home/apt,2019.0,"$1,185 ",$237 ,3.0,1.0,2/20/2017,0.03,3.0,1.0,0.0,,
46677651,East Village 1 bedroom private apartment,54088543064,verified,Matthew,Manhattan,East Village,40.725,-73.97711,United States,US,False,flexible,Entire home/apt,2008.0,"$1,090 ",$218 ,8.0,6.0,9/12/2018,0.27,4.0,1.0,0.0,#NAME?,
45032901,"Private second floor, 2 BR, wood-frame farmhouse.",65345164982,unconfirmed,Jeff,Brooklyn,Clinton Hill,40.69368,-73.9671,United States,US,True,moderate,Private room,2021.0,$330 ,$66 ,2.0,109.0,6/21/2019,4.04,5.0,1.0,246.0,"No smoking allowed in property or on roof deck. No pets allowed.  Please be respectful of other neighbors who live in close proximity, especially when enjoying the roof deck.",
15606357,Murray Hill House,24456956441,verified,Ekaterina,Manhattan,Murray Hill,40.74685,-73.97892,United States,US,False,moderate,Entire home/apt,2014.0,"$1,162 ",$232 ,3.0,42.0,6/4/2019,2.03,4.0,3.0,284.0,This building is home to quiet professionals; please be respectful of neighbors and be mindful of noise.,
29979965,"Spacious 6BR, 4 BATH (25 Minutes to Manhattan!)",90059253731,verified,Nina,Brooklyn,Bedford-Stuyvesant,40.67818,-73.91835,United States,US,True,strict,Entire home/apt,2021.0,"$1,013 ",$203 ,2.0,19.0,2/21/2022,0.94,2.0,3.0,122.0,,
41578817,Shared Room 1 Stop from Manhattan on the F Train,8037559616,unconfirmed,Taylor,Queens,Long Island City,40.76006,-73.9408,United States,US,False,flexible,Private room,2008.0,$560 ,$112 ,4.0,2.0,6/1/2019,0.65,2.0,5.0,89.0,,
27594029,ROSE QUARTZ 1 BEDROOM,9565315210,verified,Abbey,Manhattan,Chelsea,40.75073,-73.99549,United States,US,True,flexible,Private room,2007.0,"$1,099 ",$220 ,1.0,0.0,,,2.0,1.0,365.0,,
50920419,Serene atmosphere in Manhattan,7441029146,unconfirmed,Natalia,Manhattan,Inwood,40.87247,-73.91927,United States,US,True,flexible,Private room,2004.0,$987 ,$197 ,2.0,11.0,6/28/2019,0.36,5.0,1.0,29.0,No pets allowed. No smoking.,
52529821,Perfect room in between walks&fun in Manhattan,87978539737,verified,Laura,Manhattan,Upper West Side,40.78046,-73.98818,United States,US,True,strict,Private room,2010.0,"$1,085 ",$217 ,3.0,2.0,4/30/2019,0.63,5.0,2.0,339.0,Please be respectful of the space:  -No Smoking Inside (smoking on patio permitted),
35463199,Modern 1 Bedroom 3fl Marble Bathroom,15233164533,verified,Tny,Manhattan,Midtown,40.76022,-73.96595,United States,US,False,strict,Entire home/apt,2017.0,$458 ,$92 ,30.0,6.0,11/15/2021,0.33,3.0,6.0,0.0,,
9683492,Heights Haven,52471334159,unconfirmed,Drew,Manhattan,Washington Heights,40.8317,-73.9429,United States,US,True,moderate,Entire home/apt,2006.0,$265 ,$53 ,30.0,6.0,6/24/2017,0.15,4.0,1.0,283.0,"- On a typical weeknight, I will be home from 10pm to 7:30am",
52067546,Beautiful Private Room in Cobble Hill Brownstone!,3490488067,verified,Will,Brooklyn,Cobble Hill,40.6901,-73.99523,United States,US,False,flexible,Private room,2007.0,$742 ,$148 ,10.0,19.0,11/24/2018,1.06,3.0,1.0,0.0,,
23571628,Private exquisite apartment with modern amenities,36380177442,unconfirmed,Idelsa,Bronx,Mott Haven,40.81132,-73.92037,United States,US,False,moderate,Entire home/apt,2006.0,$433 ,$87 ,3.0,19.0,7/7/2019,3.41,5.0,1.0,228.0,"We prefer to limit the apartment to 4 people. It's our home, and we take good care of it -- so we hope you will, too.  No smoking, no pets, no parties. All dinner ware/cooking supplied should be left in the dishwasher and all trash should be left in the trash can (additional bags are in the drawer above the trash if you need them).",
7276016,2 Bed/ 2 Bath in Heart of SOHO/ LES,57048783753,unconfirmed,Nicole,Manhattan,Lower East Side,40.72159,-73.99234,United States,US,False,moderate,Entire home/apt,2016.0,$691 ,$138 ,6.0,0.0,,,1.0,1.0,139.0,,
46498153,La Sienna  - Studio Apartment,48174413321,unconfirmed,Christina,Manhattan,Harlem,40.80942,-73.95246,United States,US,False,moderate,Entire home/apt,2015.0,$816 ,$163 ,3.0,40.0,6/18/2019,1.76,4.0,1.0,275.0,,
42216171,XL Private 3 bedroom Full floor E. Village Apt!,38151673343,unconfirmed,Joseph,Manhattan,East Village,40.7253,-73.98401,United States,US,True,moderate,Entire home/apt,2011.0,$561 ,$112 ,1.0,5.0,6/20/2019,1.47,4.0,4.0,233.0,,
36619163,Bright Studio Apartment,63302663078,verified,Jeniffer,Manhattan,Little Italy,40.71966,-73.99594,United States,US,False,strict,Entire home/apt,2015.0,"$1,179 ",$236 ,15.0,6.0,8/15/2021,0.35,4.0,51.0,33.0,,
42161494,"Woodside RM close to 7 express , airport & Midtown",97122236020,verified,Kazuya,Queens,Woodside,40.74228,-73.90049,United States,US,False,moderate,Private room,2004.0,$530 ,$106 ,30.0,0.0,,,3.0,103.0,215.0,,
47632025,Charming Upper East Side priv. room + private bath,58115637817,verified,Gautam,Manhattan,Upper East Side,40.76973,-73.9566,United States,US,False,flexible,Private room,2014.0,$288 ,$58 ,5.0,16.0,6/29/2019,0.4,2.0,2.0,165.0,"Please do not rent this house if you plan to party. This is a quiet house in a quiet neighborhood. Other than that, we are pretty laid back.",
1454222,Brooklyn Beauty - Large 2 bedroom Apartment,91128869436,unconfirmed,Mason,Brooklyn,Crown Heights,40.67385,-73.94405,United States,US,False,moderate,Entire home/apt,2004.0,$777 ,$155 ,5.0,37.0,4/15/2018,0.45,1.0,1.0,354.0,,
26961645,Private Single Room 4 min walk to subway,39882618496,unconfirmed,Victoria,Brooklyn,East Flatbush,40.64575,-73.94654,United States,US,True,moderate,Private room,2020.0,$88 ,$18 ,15.0,1.0,6/22/2019,1.0,4.0,1.0,46.0,"Please be mindful of others, no loud music and please be clean and keep the place in great condition, as you found it. Any question  or problem, or immediate need you may have, please send me a message or call me, and I would solve it ASAP.",
57199518,Cozy PRIVATE bathroom CLEAN New Construction,49281878373,unconfirmed,Hiroki,Queens,Elmhurst,40.73889,-73.87713,United States,US,False,strict,Private room,2018.0,$825 ,$165 ,30.0,0.0,,,3.0,37.0,33.0,Smoking whatever is your preference is ok on the decks.  Please use ashtrays and dispose of debris.    Clean up after your pet but feel free to use the yard for bathroom activities.,
56502515,Cozy Room Family Home LGA Airport NO CLEANING FEE,34150526241,verified,Danielle,Queens,East Elmhurst,40.76335,-73.87007,United States,US,True,strict,Private room,2010.0,$930 ,$186 ,1.0,510.0,7/6/2019,16.22,5.0,5.0,341.0,,
22089807,Cute 1/1 Available for the Holidays in NYC!,25735248235,verified,Victoria,Manhattan,Washington Heights,40.8375,-73.94182,United States,US,True,moderate,Entire home/apt,2010.0,$783 ,$157 ,1.0,2.0,1/7/2019,0.31,3.0,1.0,0.0,May add extra guests (please contact for more info),
34039922,Boutique Hotel with Bunkbeds,15545710823,unconfirmed,Chris,Manhattan,Chelsea,40.748581,-73.995651,United States,US,True,moderate,Private room,2019.0,$294 ,$59 ,1.0,16.0,12/31/2021,2.74,3.0,13.0,363.0,,
25298118,Bedroom in Huge and Sunny Williamsburg Apartment!,16457032846,verified,Austin,Brooklyn,Williamsburg,40.71194,-73.95428,United States,US,False,strict,Private room,2022.0,$977 ,$195 ,1.0,0.0,,,4.0,1.0,0.0,,
40922132,luxury 1 bedroom apartment  midtown Manhattan,97268465696,verified,Ronnie,Manhattan,Chelsea,40.75014,-73.99069,United States,US,True,flexible,Entire home/apt,2004.0,$803 ,$161 ,6.0,17.0,6/16/2019,0.37,1.0,1.0,0.0,,
18281146,Studio in the heart of Manhattan!,31561106541,verified,Tatiana,Manhattan,Hell's Kitchen,40.75974,-73.98924,United States,US,False,strict,Entire home/apt,2014.0,"$1,042 ",$208 ,4.0,2.0,6/29/2018,0.14,3.0,1.0,5.0,,
2965315,Artist Loft Studio close to all,1842813846,verified,Julian,Queens,Long Island City,40.76304,-73.92777,United States,US,True,strict,Entire home/apt,2018.0,$798 ,$160 ,3.0,80.0,7/2/2019,1.74,1.0,2.0,139.0,"1. No damage to the house or furniture 2. No Smoking, No Pets, No Drugs 3. No more sleepover people then you booked 4. Keep quiet after 11:00 PM 5. Be respectful to neighbors 6. Keep the kitchen clean after used 7. Keep the bathroom clean after used 8. Check-in: 3PM, Check-out: 11:00AM",
16911442,"Luxury Private Bed, Bath & Desk in Williamsburg",57018509024,unconfirmed,Augustine,Brooklyn,Williamsburg,40.70755,-73.95314,United States,US,True,strict,Private room,2007.0,$674 ,$135 ,2.0,3.0,10/14/2018,0.3,2.0,1.0,0.0,- Minimum two night stay  - No smoking or drugs  - No parties and please be respectful of neighbors - Pets are welcome for an extra $50/night,
57008422,Gramercy / East Village Studio,67398797915,unconfirmed,Julia,Manhattan,Gramercy,40.73328,-73.98241,United States,US,True,moderate,Entire home/apt,2013.0,"$1,025 ",$205 ,8.0,33.0,7/1/2019,1.21,4.0,1.0,8.0,"We are looking for quiet and respectful guests given that we have neighbors with young children. As a result, I would ask to please keep noise levels in the house at a minimum between 9pm and 8am (you can still cook and watch TV, etc. just don't go around moving furniture :)",
27004172,Modern townhouse convenient to everything,81403440484,verified,Sheethal,Brooklyn,Boerum Hill,40.68615,-73.98056,United States,US,False,moderate,Entire home/apt,2016.0,$637 ,$127 ,3.0,0.0,,,3.0,1.0,28.0,Please be honest and respectful. That's it!,
6591717,Artsy townhouse in Sugar Hill (Manhattan),86428422893,verified,David,Manhattan,Harlem,40.82651,-73.94871,United States,US,False,moderate,Entire home/apt,2012.0,$840 ,$168 ,3.0,35.0,6/28/2019,0.77,2.0,1.0,75.0,"- NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!! - No Noise! A printed house rule will be provided. Please be respectful to others when all rooms are booked.  10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
11608810,1 Bedroom (Queen) Mins From JFK and Casino,51817818172,verified,Iwona,Queens,Jamaica,40.67518,-73.78046,United States,US,False,strict,Private room,2014.0,$527 ,$105 ,1.0,45.0,6/28/2019,1.33,2.0,4.0,8.0,No smoking. Please be respectful of our neighbors.,
17568127,Modern Studio Apartment,68347302501,unconfirmed,Sophie,Manhattan,Midtown,40.7654,-73.98039,United States,US,True,strict,Entire home/apt,2004.0,$624 ,$125 ,2.0,3.0,3/11/2018,0.17,3.0,1.0,0.0,"The apartment feels larger then listed, Nice high ceiling in the living room and an Island kitchen to enjoy breakfast.  The bedroom has a loft that fit a queen mattress, hardwood floors through out.  Bathroom has a bath tub",
38758773,Two bedroom basement apartment!,68579484969,verified,Maimi,Brooklyn,East Flatbush,40.66047,-73.93743,United States,US,False,moderate,Private room,2010.0,$555 ,$111 ,3.0,0.0,,,5.0,2.0,0.0,,
15987997,"Stylish, cozy 1BR in Upper West Manhattan",72933214248,verified,Marie,Manhattan,Harlem,40.82523,-73.95357,United States,US,False,strict,Entire home/apt,2018.0,$780 ,$156 ,5.0,1.0,1/2/2018,0.05,2.0,1.0,0.0,#NAME?,
20198732,The St Marks: A large 7 bedroom 15 mins to Manhtan,55421644825,unconfirmed,Jenn & JJ,Brooklyn,Crown Heights,40.67578,-73.94159,United States,US,False,flexible,Entire home/apt,2003.0,$137 ,$27 ,2.0,18.0,5/23/2019,1.61,5.0,1.0,340.0,,
51264502,Spacious 1 bdrm apt in amazing location,95135232490,unconfirmed,Peter,Queens,Ridgewood,40.70475,-73.91081,United States,US,False,flexible,Entire home/apt,2011.0,$642 ,$128 ,2.0,2.0,5/21/2017,0.08,4.0,1.0,0.0,,
54382236,"New York private room in Park slope, City views",74925571934,verified,Sandee,Brooklyn,Gowanus,40.67118,-73.99061,United States,US,False,strict,Private room,2014.0,$344 ,$69 ,4.0,14.0,5/27/2019,1.16,2.0,1.0,0.0,"-Minimum two night stay. -Up to two guests max. -No pets please -No smoking/drugs. -No parties and be respectful of neighbors. -I'm LGBT friendly and expect that you are too. -Apartment is on the 4th floor and there unfortunately is no elevator, so those with mobility issues should take this into consideration.",
6782260,"Cozy, peaceful, sunny, pristine-  Prime Astoria",34750425925,verified,Sara,Queens,Astoria,40.76189,-73.9225,United States,US,False,strict,Private room,2013.0,$481 ,$96 ,14.0,0.0,,,5.0,2.0,262.0,,
19774565,Beautiful  Clean Room For One,63072583545,unconfirmed,Septina,Brooklyn,Bedford-Stuyvesant,40.69335,-73.9369,United States,US,False,moderate,Private room,2011.0,$156 ,$31 ,2.0,2.0,6/20/2019,0.19,4.0,4.0,338.0,This is a quiet neighborhood where everyone lives in close proximity.  It is not an area for partying or loudness.  Please enjoy the outside patio but remember that there are neighbors close by. There should not be any smoking on or around the premises.,
33498116,Big private room in Sunnyside NYC 7 min Subway,195340831,unconfirmed,Jose,Queens,Sunnyside,40.73517,-73.92008,United States,US,True,strict,Private room,2003.0,"$1,170 ",$234 ,1.0,33.0,1/2/2022,0.73,2.0,6.0,365.0,,
56567687,Modern Ridgewood Apartment!,9590442307,unconfirmed,Manuel,Queens,Ridgewood,40.69857,-73.90618,United States,US,False,flexible,Private room,2011.0,$637 ,$127 ,4.0,20.0,12/27/2017,0.64,3.0,1.0,0.0,,
17847591,Private Room in the Heart of Financial District,77013924193,verified,Stephanie,Manhattan,Financial District,40.71012,-74.00828,United States,US,True,moderate,Private room,2010.0,$773 ,$155 ,5.0,6.0,12/31/2018,0.37,5.0,1.0,0.0,"1. Strict no smoking policy 2. No open flames 3. I am willing to negotiate pets, however, there will be an additional $25 fee",
9405685,Gorgeous 2 Bedroom APT!,7846435539,verified,Peter,Queens,Ridgewood,40.70719,-73.91414,United States,US,True,flexible,Entire home/apt,2011.0,"$1,093 ",$219 ,6.0,29.0,7/5/2019,0.83,5.0,1.0,190.0,#NAME?,
10694201,Beautiful book-filled room + garden in Bed Stuy,92265743180,unconfirmed,Josephine,Brooklyn,Bedford-Stuyvesant,40.68847,-73.95443,United States,US,True,moderate,Private room,2013.0,$773 ,$155 ,1.0,0.0,,,2.0,1.0,0.0,,
11194585,"Beautiful, spacious one-bedroom in E. Williamsburg",51277545847,unconfirmed,Max,Brooklyn,Williamsburg,40.70728,-73.94413,United States,US,False,moderate,Entire home/apt,2003.0,$106 ,$21 ,7.0,26.0,5/19/2019,0.75,3.0,1.0,1.0,,
10531825,Classic Gramercy Studio,54420804254,verified,Susan,Manhattan,Gramercy,40.73536,-73.98433,United States,US,False,flexible,Entire home/apt,2013.0,$930 ,$186 ,7.0,7.0,11/5/2017,0.23,3.0,1.0,0.0,"(1) Please leave your shoes in the foyer (2) No smoking (3) No drugs (4) In consideration of the neighbors in the building, no loud music or parties (5) Only guests registered as part of the Airbnb booking may enter the apartment, unless prior arrangements are made with me before you make your booking (6) Guests are responsible for cleaning up after themselves in the kitchen",
49691552,Upscale and charming West Village Pied a terre,68366682358,verified,Mark And Annunziata,Manhattan,West Village,40.73579,-74.00764,United States,US,False,moderate,Entire home/apt,2016.0,$717 ,$143 ,120.0,2.0,10/25/2017,0.09,2.0,1.0,273.0,"No smoking, no pets. Rest of the house is a mix of classical and jazz musicians, so bring your instrument if you want to jam.",
6515499,Beautiful Sunny Bedroom in BedStuy,61258757030,unconfirmed,Caitlin,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9303,United States,US,False,strict,Private room,2011.0,$697 ,$139 ,5.0,1.0,3/28/2016,0.03,5.0,1.0,171.0,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
